Date,Close,High,Low,Open,Volume,Ticker
2014-01-02,280.3299865722656,282.5199890136719,276.2099914550781,279.44000244140625,902200,BIIB
2014-01-03,277.3999938964844,280.8399963378906,275.4800109863281,279.79998779296875,656000,BIIB
2014-01-06,274.9700012207031,279.3599853515625,270.6199951171875,278.0299987792969,1019000,BIIB
2014-01-07,273.5199890136719,277.1700134277344,273.45001220703125,275.8299865722656,819100,BIIB
2014-01-08,290.010009765625,290.989990234375,274.25,276.6400146484375,1436200,BIIB
2014-01-09,289.75,297.0,288.0,292.04998779296875,1318700,BIIB
2014-01-10,299.30999755859375,299.8500061035156,286.29998779296875,291.57000732421875,1866900,BIIB
2014-01-13,283.6700134277344,302.95001220703125,281.54998779296875,299.3500061035156,2305500,BIIB
2014-01-14,297.4700012207031,300.6700134277344,280.30999755859375,284.70001220703125,1651400,BIIB
2014-01-15,296.7200012207031,298.6300048828125,292.32000732421875,297.4800109863281,1038700,BIIB
2014-01-16,294.0,299.1300048828125,291.75,297.2699890136719,1051200,BIIB
2014-01-17,297.4800109863281,298.9800109863281,293.19000244140625,293.6000061035156,1413600,BIIB
2014-01-21,310.5,311.20001220703125,299.5400085449219,300.45001220703125,1793100,BIIB
2014-01-22,310.5400085449219,315.0,306.32000732421875,309.79998779296875,1125200,BIIB
2014-01-23,314.9599914550781,315.3800048828125,305.4800109863281,307.2300109863281,1578700,BIIB
2014-01-24,303.6000061035156,315.1300048828125,303.1400146484375,314.7799987792969,1926700,BIIB
2014-01-27,297.8800048828125,303.8599853515625,292.5299987792969,303.6099853515625,1515300,BIIB
2014-01-28,305.6499938964844,306.0,297.0199890136719,302.3800048828125,1723700,BIIB
2014-01-29,305.4599914550781,318.4200134277344,292.82000732421875,299.0299987792969,2773800,BIIB
2014-01-30,318.2799987792969,321.25,310.0,310.7200012207031,1812000,BIIB
2014-01-31,312.6400146484375,317.45001220703125,311.010009765625,313.0799865722656,1312900,BIIB
2014-02-03,300.3900146484375,316.989990234375,298.1499938964844,314.8399963378906,2205400,BIIB
2014-02-04,308.17999267578125,310.05999755859375,298.1499938964844,299.010009765625,2141100,BIIB
2014-02-05,299.92999267578125,307.3900146484375,294.0199890136719,307.3900146484375,1887900,BIIB
2014-02-06,301.010009765625,307.3500061035156,300.6700134277344,301.8800048828125,1384600,BIIB
2014-02-07,315.5400085449219,316.0199890136719,301.3800048828125,303.1300048828125,1504600,BIIB
2014-02-10,317.9599914550781,318.2300109863281,311.6700134277344,315.5400085449219,1249800,BIIB
2014-02-11,319.82000732421875,319.8999938964844,313.0,314.30999755859375,1564600,BIIB
2014-02-12,323.0400085449219,326.3399963378906,318.6300048828125,319.2699890136719,1461200,BIIB
2014-02-13,328.6199951171875,329.45001220703125,315.0,316.80999755859375,1311400,BIIB
2014-02-14,328.2900085449219,331.739990234375,327.1000061035156,329.4800109863281,1054300,BIIB
2014-02-18,334.9800109863281,335.989990234375,326.9599914550781,327.8999938964844,966900,BIIB
2014-02-19,328.45001220703125,335.3900146484375,326.6499938964844,334.1199951171875,825700,BIIB
2014-02-20,335.1099853515625,335.8800048828125,323.30999755859375,330.3299865722656,1317200,BIIB
2014-02-21,347.1099853515625,349.7699890136719,334.4700012207031,336.3699951171875,1814700,BIIB
2014-02-24,345.6300048828125,353.4700012207031,345.6199951171875,348.1499938964844,1668100,BIIB
2014-02-25,346.29998779296875,349.5400085449219,343.1099853515625,346.510009765625,1350500,BIIB
2014-02-26,343.2099914550781,353.0,337.30999755859375,342.1700134277344,1192400,BIIB
2014-02-27,343.8599853515625,348.3900146484375,340.7699890136719,342.5,1149800,BIIB
2014-02-28,340.67999267578125,349.95001220703125,335.0199890136719,346.1600036621094,1861900,BIIB
2014-03-03,338.3800048828125,342.3599853515625,331.2200012207031,340.67999267578125,1340400,BIIB
2014-03-04,343.1499938964844,346.739990234375,341.1000061035156,343.5299987792969,1107500,BIIB
2014-03-05,339.0,346.29998779296875,338.8599853515625,345.2300109863281,1003300,BIIB
2014-03-06,340.69000244140625,353.0,334.010009765625,346.8599853515625,2233200,BIIB
2014-03-07,328.75,342.8500061035156,323.7200012207031,341.7900085449219,2785600,BIIB
2014-03-10,338.0,338.6000061035156,327.010009765625,327.6499938964844,1471000,BIIB
2014-03-11,335.989990234375,341.260009765625,334.19000244140625,338.25,1025600,BIIB
2014-03-12,339.54998779296875,340.3800048828125,332.2799987792969,333.04998779296875,879300,BIIB
2014-03-13,332.04998779296875,342.5899963378906,329.0299987792969,341.0400085449219,1064900,BIIB
2014-03-14,332.489990234375,340.0,329.2300109863281,333.3999938964844,1330400,BIIB
2014-03-17,345.6000061035156,349.0,334.32000732421875,334.8299865722656,1561000,BIIB
2014-03-18,351.94000244140625,354.07000732421875,345.70001220703125,346.79998779296875,1511100,BIIB
2014-03-19,350.010009765625,358.8900146484375,347.0,352.489990234375,1341500,BIIB
2014-03-20,347.0400085449219,353.20001220703125,344.7200012207031,348.2699890136719,1369100,BIIB
2014-03-21,318.5299987792969,355.0,313.0799865722656,355.0,5748300,BIIB
2014-03-24,312.6000061035156,322.0,300.32000732421875,320.20001220703125,3748000,BIIB
2014-03-25,311.7799987792969,321.1400146484375,304.0,316.0,2148600,BIIB
2014-03-26,305.92999267578125,317.2799987792969,305.92999267578125,313.0799865722656,1975900,BIIB
2014-03-27,309.760009765625,312.8999938964844,296.6499938964844,306.6400146484375,2021100,BIIB
2014-03-28,294.1199951171875,314.19000244140625,292.6700134277344,305.010009765625,2555300,BIIB
2014-03-31,305.8699951171875,306.94000244140625,296.1099853515625,296.1099853515625,1952500,BIIB
2014-04-01,309.7900085449219,316.3399963378906,305.30999755859375,308.4200134277344,1714800,BIIB
2014-04-02,309.70001220703125,317.0,306.5,311.6400146484375,1483700,BIIB
2014-04-03,301.8599853515625,308.989990234375,296.2300109863281,307.989990234375,2008100,BIIB
2014-04-04,288.2699890136719,305.4800109863281,286.29998779296875,303.7099914550781,3288600,BIIB
