Date,Close,High,Low,Open,Volume,Ticker
2014-01-02,33.36146545410156,33.846593303914936,33.24018520517854,33.397401611953065,3027200,ROST
2014-01-03,33.3884162902832,33.62199444123917,33.285100702495164,33.383923414189724,2202800,ROST
2014-01-06,33.32105255126953,33.77922674385393,33.31207022191224,33.41088955309018,1986800,ROST
2014-01-07,33.136871337890625,33.73879001861168,33.10992093162549,33.32104158619793,3816000,ROST
2014-01-08,33.10541915893555,33.23119568418326,32.88531623710686,33.18178433460092,4705600,ROST
2014-01-09,33.53216552734375,33.54564073179706,33.1144170539854,33.19077883059492,4387000,ROST
2014-01-10,33.53216552734375,33.77921893879711,33.28960156600073,33.59505209949996,3253200,ROST
2014-01-13,32.9212532043457,33.40188808552794,32.88980992901826,33.30755825954563,5264600,ROST
2014-01-14,32.880836486816406,33.15035429287231,32.77752429794807,33.033563472052165,2086600,ROST
2014-01-15,32.68767166137695,33.03804399279445,32.56639143566088,32.86734898919259,2956000,ROST
2014-01-16,32.37773895263672,33.065001713673226,32.2834091057357,33.065001713673226,3292000,ROST
2014-01-17,32.06779479980469,32.36426296319722,31.99143303422564,32.36426296319722,3518800,ROST
2014-01-21,31.63207244873047,32.265434265721936,31.461380870159303,32.20254771429782,5006600,ROST
2014-01-22,31.11102294921875,32.04533922623544,31.08856198989466,32.04084977601961,5955600,ROST
2014-01-23,30.765138626098633,31.02567063503928,30.477656211771265,31.01219543234592,5469000,ROST
2014-01-24,30.468669891357422,30.828021148626952,30.41476566058988,30.47315934029286,5052800,ROST
2014-01-27,30.670808792114258,30.962784083139884,30.306964611009192,30.437230615530183,5756400,ROST
2014-01-28,30.44171905517578,31.012194415603354,30.378832493294713,30.720219134263782,5254600,ROST
2014-01-29,30.392309188842773,30.59893694002788,30.199156639051857,30.320436878659933,5231000,ROST
2014-01-30,30.52707290649414,30.630388523628316,30.3473955093824,30.56300907132875,3578400,ROST
2014-01-31,30.504608154296875,30.742679192625022,30.095842086933075,30.104824412485243,4569600,ROST
2014-02-03,29.615211486816406,30.634875226352253,29.588261079138235,30.545038249384344,6106600,ROST
2014-02-04,29.547828674316406,29.98354515979975,29.516385393253724,29.803867799272723,4890600,ROST
2014-02-05,29.77692222595215,29.844301675464635,29.264843892955124,29.502914977779565,9345400,ROST
2014-02-06,31.13347053527832,31.155931487426813,29.790388531653697,29.848782209355587,6051600,ROST
2014-02-07,31.15593719482422,31.263742245353292,30.688777406450544,31.003210231768996,3379600,ROST
2014-02-10,31.052635192871094,31.70396551207084,30.949322973762968,31.70396551207084,3262400,ROST
2014-02-11,31.232297897338867,31.44341854159068,31.09754244553987,31.119999973976046,3332400,ROST
2014-02-12,31.06610679626465,31.843206697695898,30.96279117348204,31.83422436952682,2838200,ROST
2014-02-13,31.254756927490234,31.524271241546344,31.061604374122272,31.524271241546344,2634600,ROST
2014-02-14,31.182899475097656,31.331133617935475,31.01670067288138,31.11103055639761,3809200,ROST
2014-02-18,30.688779830932617,31.200858145227002,30.688779830932617,31.160432533232676,4484200,ROST
