Date,Close,High,Low,Open,Volume,Ticker
2021-06-09,23.249147415161133,24.42334677956321,23.01430754228072,23.01430754228072,295900,NE
2021-06-10,23.249147415161133,23.906699775900716,23.202180157259466,23.249147415161133,147700,NE
2021-06-11,23.380657196044922,23.70003956684428,23.202180182475786,23.48398731356414,71000,NE
2021-06-14,23.16460609436035,23.88791336958097,22.751287395421976,23.4933822914321,210100,NE
2021-06-15,22.882797241210938,23.36562795100695,22.770073316574166,23.230359241442823,176900,NE
2021-06-16,23.192785263061523,23.48398619014728,22.685530301345082,22.685530301345082,186800,NE
2021-06-17,22.507055282592773,23.014310329455483,20.788027276590693,23.014310329455483,315900,NE
2021-06-18,22.394330978393555,22.680835917105817,21.938741040330708,22.009193720622147,199800,NE
2021-06-21,23.211572647094727,23.371263835565394,22.497660995717,23.098850509166066,114900,NE
2021-06-22,23.258541107177734,23.361871224060856,22.78886136379778,23.014307425617833,177200,NE
2021-06-23,23.202180862426758,23.615497761243986,22.925069732338386,23.286723362568033,294100,NE
2021-06-24,23.479293823242188,23.48398983286682,23.305511008464883,23.41823494800459,65600,NE
2021-06-25,23.718826293945312,23.718826293945312,23.39005012559303,23.577922733704614,172300,NE
2021-06-28,23.577922821044922,23.94427243736501,23.117636900321074,23.906698990615094,105800,NE
2021-06-29,23.502775192260742,23.69064601782669,23.460503942963342,23.512169002291948,140600,NE
2021-06-30,23.23036003112793,23.577923834860783,22.939159087472447,23.50277514644369,138400,NE
2021-07-01,23.859731674194336,24.113359176985753,23.39005190977442,23.483988220995627,220900,NE
2021-07-02,23.89730453491211,24.113356775019323,23.70943193118396,23.953665599356178,215800,NE
2021-07-06,23.089454650878906,24.066389315259514,22.854614794058865,24.066389315259514,219900,NE
2021-07-07,22.826433181762695,23.164603146190142,22.69680291485996,22.967338528064733,181900,NE
2021-07-08,22.544628143310547,22.89219194886179,21.999799701514654,22.516446713124424,581500,NE
2021-07-09,22.95794677734375,23.14581760311502,22.30978821797061,22.704319281282164,83800,NE
2021-07-12,22.563413619995117,23.202178310045106,22.403722447482618,22.75128442833071,166900,NE
2021-07-13,22.225244522094727,22.948551731151802,21.896468355097333,22.51644545095026,440400,NE
2021-07-14,21.605268478393555,22.81704309219102,21.511332170150286,22.31918191268193,534600,NE
2021-07-15,20.938322067260742,21.605266387024894,20.130472402928156,21.548905324209052,757000,NE
2021-07-16,20.280771255493164,21.032258120556907,20.233803998308936,20.97589705359863,409800,NE
2021-07-19,19.735944747924805,20.243197983205537,19.294446395765075,19.829881063106033,533100,NE
2021-07-20,19.78291130065918,19.97078392428834,19.472922725851348,19.72655023024488,92400,NE
2021-07-21,20.543792724609375,20.853781282981636,19.886240368456807,19.886240368456807,80400,NE
2021-07-22,20.618942260742188,21.098014041118763,20.396312720623214,20.57197320954814,315400,NE
2021-07-23,20.393491744995117,20.581364341955087,20.327736873564888,20.5719705329385,29400,NE
2021-07-26,20.910140991210938,21.022863118735874,20.308951533248834,20.39349223304958,133500,NE
2021-07-27,20.9007511138916,20.9007511138916,20.665911213735516,20.881963491874416,222100,NE
2021-07-28,20.975894927978516,21.4173931925029,20.750448891305265,20.84438518784058,231800,NE
2021-07-29,21.060440063476562,21.182556010145188,20.994685185140682,21.004078995143818,214400,NE
2021-07-30,20.665908813476562,21.417395690019475,20.196229067715734,20.82559999870269,66200,NE
2021-08-02,20.94771385192871,21.454968786693335,20.440460708849947,20.76923685638044,49700,NE
2021-08-03,20.806812286376953,20.975897280769,20.398191411053528,20.788024666625383,91100,NE
2021-08-04,20.149261474609375,20.802116023686224,20.0365375491602,20.440462410464555,40100,NE
2021-08-05,19.162931442260742,20.323040877057988,19.10657037981338,20.05532359082568,156300,NE
2021-08-06,19.623220443725586,19.886241762968037,19.332019484637048,19.332019484637048,55400,NE
2021-08-09,19.53867530822754,19.632611608992136,19.191113324590223,19.397771752923603,207800,NE
2021-08-10,19.923812866210938,19.993326697464195,19.39777208138214,19.45413314612088,180300,NE
2021-08-11,20.224411010742188,20.534399579144072,19.989571131901787,19.989571131901787,36700,NE
2021-08-12,20.656513214111328,20.68469464142263,20.092897209686466,20.092897209686466,27900,NE
2021-08-13,19.970781326293945,20.609546013512997,19.970781326293945,20.177439752052976,46100,NE
2021-08-16,19.820486068725586,20.233804755827588,19.39589588448435,19.91442237829687,49200,NE
2021-08-17,20.665908813476562,21.10740712948477,19.58564575656386,19.58564575656386,160000,NE
2021-08-18,21.624055862426758,21.624055862426758,20.985291123365723,21.004078743146586,49600,NE
2021-08-19,20.496824264526367,21.70859889497762,20.496824264526367,21.285886397916467,285200,NE
2021-08-20,20.215015411376953,21.032257114064148,20.215015411376953,20.45924907875644,38900,NE
2021-08-23,20.656513214111328,20.938322112166702,19.97078127470926,20.478034424511513,113800,NE
2021-08-24,20.928930282592773,21.041652419127857,20.600154099607668,20.665908977867478,278900,NE
2021-08-25,20.750450134277344,21.501936968202966,20.684695260269596,20.957108565685406,157100,NE
2021-08-26,21.72738265991211,22.262819035896918,21.18255426638338,21.229523312532528,431000,NE
2021-08-27,21.990406036376953,21.999799846500903,21.217313200868112,21.671023658906996,208900,NE
2021-08-30,21.97161865234375,22.478873654373984,21.514151023674316,21.877684133466538,117400,NE
2021-08-31,22.87340545654297,23.09885153408968,21.81192815911361,21.81192815911361,234900,NE
2021-09-01,23.474592208862305,23.5779223206822,22.8546151213148,22.995518679087244,327500,NE
2021-09-02,24.122753143310547,24.413954097462366,23.220967058114482,23.512169803952425,639500,NE
2021-09-03,23.48398780822754,24.103964943029858,23.437020549285517,24.038210063836594,164300,NE
2021-09-07,25.794811248779297,26.734170757475166,23.606103665185362,23.728221404660026,980700,NE
2021-09-08,25.916929244995117,26.203434184655336,25.090291865809622,25.390888416586407,287000,NE
2021-09-09,25.35331153869629,27.29778532872739,25.259375234624752,25.832385076943744,626900,NE
2021-09-10,26.255098342895508,26.396001907418164,25.372099924634945,25.691482293118852,423600,NE
2021-09-13,26.283279418945312,26.87507693068263,26.029651913915036,26.20813072764221,327400,NE
2021-09-14,26.189342498779297,26.602661187192194,25.733754352195643,26.292672618804044,292700,NE
2021-09-15,26.75295639038086,27.011279877746126,25.926320872474808,26.414788210716807,934000,NE
2021-09-16,26.039043426513672,27.208546735383752,25.84177880113263,26.668414332521618,441000,NE
2021-09-17,25.193620681762695,26.461756323745824,25.118471995880746,25.88874647409222,3083600,NE
2021-09-20,24.70515251159668,25.071503910894666,23.483985958432562,24.836664051310343,412200,NE
2021-09-21,24.71454620361328,25.015140935783947,24.329408979058876,24.87423737903969,250300,NE
2021-09-22,24.554853439331055,25.259372969151364,24.451525126637097,24.74272603062413,108600,NE
